"Codigo","Nombre","Categoria","Tecnologia","Estado","Departamento","Municipio","Ubicación","Altitud","LONGITUD","LATITUD","Fecha_instalacion","Fecha_suspension","Area Operativa","Corriente","Area Hidrografica","Zona Hidrografica","Subzona hidrografica","Entidad"
"52055100","VILLA ROSA [52055100]","Climática Ordinaria","Convencional","Suspendida","Nariño","Sapuyes","(1.0305, -77.63827778)","30","-77.63827778","1.0305","15/04/1990","08/05/2006","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055110","CHIMAYOY [52055110]","Climática Ordinaria","Convencional","Suspendida","Nariño","Pasto","(1.263333333, -77.28444444)","2,745","-77.28444444","1.263333333","15/02/2003","28/08/2015","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Juananbú","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055150","CERRO PARAMO  - AUT [52055150]","Climática Principal","Automática con Telemetría","En Mantenimiento","Nariño","Puerres","(0.843111111, -77.38880556)","3,585","-77.38880556","0.843111111","09/12/2005",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055160","VOLCAN CHILES  - AUT [52055160]","Climática Principal","Automática con Telemetría","En Mantenimiento","Nariño","Cumbal","(0.846583333, -77.92122222)","442","-77.92122222","0.846583333","17/12/2005",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Mira","Río San Juan (Frontera Ecuador)","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055170","LA JOSEFINA - AUT [52055170]","Climática Principal","Automática con Telemetría","Activa","Nariño","Contadero","(0.930305556, -77.49119444)","2,450","-77.49119444","0.930305556","10/12/2005",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055200","FUNES [52055200]","Climática Ordinaria","Convencional","Activa","Nariño","Funes","(1.004222222, -77.44580556)","2,181","-77.44580556","1.004222222","01/09/2009",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055210","BOTANA - AUT [52055210]","Climática Principal","Automática con Telemetría, Convencional","Activa","Nariño","Pasto","(1.16, -77.27880556)","2,820","-77.27880556","1.16","01/03/2004",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Juananbú","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055220","EL PARAISO - AUT [52055220]","Climática Principal","Automática con Telemetría, Convencional","Activa","Nariño","Túquerres","(1.070707855, -77.636935689)","3,033","-77.636935689","1.070707855","01/03/2004",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52055230","AEROPUERTO SAN LUIS - AUT [52055230]","Sinóptica Principal","Automática con Telemetría, Convencional","Activa","Nariño","Aldana","(0.857083333, -77.67775)","2,961","-77.67775","0.857083333","06/11/1997",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057010","PILCUAN [52057010]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Nariño","Imués","(1.021777778, -77.47280556)","1,780","-77.47280556","1.021777778","15/10/1979",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057020","ANCUYA [52057020]","Limnimétrica","Convencional","Suspendida","Nariño","Consacá","(1.266666667, -77.51666667)","1,190","-77.51666667","1.266666667","15/10/1963","15/03/2002","Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057030","AGROYACO [52057030]","Limnimétrica","Convencional","Activa","Nariño","Los Andes (Sotomayor)","(1.574388889, -77.44197222)","480","-77.44197222","1.574388889","15/10/1967",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057040","CARLOSAMA [52057040]","Limnigráfica","Convencional","Activa","Nariño","Cuaspud (Carlosama)","(0.844166667, -77.68588889)","2,920","-77.68588889","0.844166667","15/12/1955",,"Area Operativa 07 - Nariño-Putumayo","Blanco","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057050","SAN PEDRO  - AUT [52057050]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Nariño","Linares","(1.383, -77.48227778)","850","-77.48227778","1.383","15/02/1980",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057060","YUNGUILLA [52057060]","Limnigráfica","Convencional","Activa","Nariño","Samaniego","(1.353333333, -77.5835)","1,450","-77.5835","1.353333333","15/06/1980",,"Area Operativa 07 - Nariño-Putumayo","Pacual","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057070","BOQUERON [52057070]","Limnimétrica","Convencional","Suspendida","Nariño","Potosí","(0.816666667, -77.55)","30","-77.55","0.816666667","15/06/1984","15/11/1986","Area Operativa 07 - Nariño-Putumayo","Yamuesquer","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52057100","RUMICHACA - AUT [52057100]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Nariño","Ipiales","(0.813786111, -77.66197778)","2,582","-77.66197778","0.813786111","15/11/2016",,"Area Operativa 07 - Nariño-Putumayo","Guaitara","Pacifico","Patía","Río Guáitara","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52060040","VERGEL EL [52060040]","Pluviométrica","Convencional","Activa","Nariño","La Llanada","(1.529166667, -77.64169444)","1,770","-77.64169444","1.529166667","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52060050","SANDE EL [52060050]","Pluviométrica","Convencional","Activa","Nariño","Santa Cruz (Guachavés)","(1.404722222, -77.77583333)","840","-77.77583333","1.404722222","15/09/1984",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52065020","BARBACOAS [52065020]","Climática Principal","Automática con Telemetría, Convencional","Activa","Nariño","Barbacoas","(1.67, -78.14)","32","-78.14","1.67","15/09/1972",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52067010","SALI - AUT [52067010]","Limnigráfica","Automática con Telemetría","En Mantenimiento","Nariño","Barbacoas","(1.685472222, -77.97788889)","80","-77.97788889","1.685472222","15/11/1980",,"Area Operativa 07 - Nariño-Putumayo","Telembi","Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52067030","VERGEL EL [52067030]","Limnigráfica","Convencional","Activa","Nariño","Los Andes (Sotomayor)","(1.529722222, -77.64694444)","1,240","-77.64694444","1.529722222","15/09/1984",,"Area Operativa 07 - Nariño-Putumayo","Saspi","Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52067040","SANDE EL [52067040]","Limnimétrica","Convencional","Activa","Nariño","Santa Cruz (Guachavés)","(1.400555556, -77.76805556)","200","-77.76805556","1.400555556","01/03/2015",,"Area Operativa 07 - Nariño-Putumayo","Cristal","Pacifico","Patía","Río Telembí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52070010","MAGUI [52070010]","Pluviométrica","Convencional","Activa","Nariño","Magüí (Payán)","(1.765, -78.18388889)","100","-78.18388889","1.765","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52070020","RICAURTE [52070020]","Pluviométrica","Convencional","Suspendida","Nariño","Magüí (Payán)","(1.9, -78.08333333)","100","-78.08333333","1.9","15/09/1983","31/03/2008","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52070030","LLANO VERDE [52070030]","Pluviométrica","Convencional","Activa","Nariño","Policarpa","(1.739722222, -77.52777778)","340","-77.52777778","1.739722222","15/04/1987",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52070040","NORTES LOS [52070040]","Pluviográfica","Convencional","Suspendida","Nariño","Cumbitara","(1.741111111, -77.53111111)","340","-77.53111111","1.741111111","19/02/2009","12/11/2010","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52077010","PUENTE PUSMEO - AUT [52077010]","Limnigráfica","Automática con Telemetría, Convencional","Activa","Nariño","Cumbitara","(1.624055556, -77.47891667)","380","-77.47891667","1.624055556","15/09/1965",,"Area Operativa 07 - Nariño-Putumayo","Patia","Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52077020","LOS NORTES - AUT [52077020]","Limnimétrica","Convencional","Activa","Nariño","Cumbitara","(1.741111111, -77.53111111)","340","-77.53111111","1.741111111","15/09/1984",,"Area Operativa 07 - Nariño-Putumayo","Patia","Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52080010","PISANDA [52080010]","Pluviométrica","Convencional","Activa","Nariño","Cumbitara","(1.651388889, -77.50555556)","350","-77.50555556","1.651388889","15/04/1966",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52080020","POLICARPA [52080020]","Pluviométrica","Convencional","Suspendida","Nariño","El Rosario","(1.633333333, -77.45)","600","-77.45","1.633333333","15/05/1966","15/10/1971","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Medio","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52090010","SALAHONDA [52090010]","Pluviométrica","Convencional","Activa","Nariño","Francisco Pizarro (Salahonda)","(2.038888889, -78.65833333)","3","-78.65833333","2.038888889","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Bajo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"52090020","REMOLINO GRANDE [52090020]","Pluviométrica","Convencional","Activa","Nariño","Roberto Payán (San José)","(2.190361111, -78.41638889)","40","-78.41638889","2.190361111","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Bajo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53010020","MOSQUERA [53010020]","Pluviométrica","Convencional","Activa","Nariño","Mosquera","(2.505083333, -78.45452778)","10","-78.45452778","2.505083333","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Patía","Río Patia Bajo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53020010","CHARCO EL [53020010]","Pluviométrica","Convencional","Activa","Nariño","El Charco","(2.441888889, -78.09133333)","50","-78.09133333","2.441888889","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Tapaje","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53020020","SAN JOSE DE TAPAJE [53020020]","Pluviométrica","Convencional","Activa","Nariño","Magüí (Payán)","(2.079277778, -78.11286111)","80","-78.11286111","2.079277778","15/09/1983",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Tapaje","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53040010","BOCAS DE NAPI [53040010]","Pluviométrica","Convencional","Activa","Cauca","Guapi","(2.485666667, -77.773)","20","-77.773","2.485666667","15/10/1979",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Guapi","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53040020","PLAYA CHACON [53040020]","Pluviométrica","Convencional","Suspendida","Cauca","Timbiquí","(2.683333333, -77.71666667)","30","-77.71666667","2.683333333","15/09/1966","15/12/1970","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Guapi","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53045010","BONANZA [53045010]","Climática Principal","Convencional","Suspendida","Cauca","Guapi","(2.566666667, -77.88333333)","10","-77.88333333","2.566666667","15/10/1966","31/03/2008","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Guapi","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53045040","AEROPUERTO GUAPI - AUT [53045040]","Climática Principal","Automática con Telemetría, Convencional","En Mantenimiento","Cauca","Guapi","(2.574416667, -77.89475)","42","-77.89475","2.574416667","01/03/2004",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Guapi","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53047010","SANGARAL [53047010]","Limnigráfica","Automática sin Telemetría","Activa","Cauca","Guapi","(2.507361111, -77.69325)","150","-77.69325","2.507361111","15/02/1981",,"Area Operativa 07 - Nariño-Putumayo","Napi","Pacifico","Tapaje - Dagua - Directos","Río Guapi","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53050020","TIMBIQUI [53050020]","Pluviométrica","Convencional","Activa","Cauca","Timbiquí","(2.773611111, -77.66361111)","30","-77.66361111","2.773611111","15/01/1967",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Timbiquí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53060010","BOCAS DE PATIA [53060010]","Pluviométrica","Convencional","Activa","Cauca","Timbiquí","(2.78875, -77.46616667)","40","-77.46616667","2.78875","15/10/1979",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Saija","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53060020","SAIJA [53060020]","Pluviométrica","Convencional","Activa","Cauca","Timbiquí","(2.871805556, -77.62166667)","30","-77.62166667","2.871805556","15/09/1966",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Saija","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070010","HONDURAS [53070010]","Pluviométrica","Convencional","Suspendida","Cauca","El Tambo","(2.666666667, -77.26666667)","200","-77.26666667","2.666666667","15/03/1960","15/03/1983","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070020","MECAJE [53070020]","Pluviométrica","Convencional","Activa","Cauca","El Tambo","(2.483333333, -77.1)","110","-77.1","2.483333333","15/11/1976",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070030","PUERTO LOPEZ [53070030]","Pluviométrica","Convencional","Activa","Cauca","López","(2.845277778, -77.24897222)","80","-77.24897222","2.845277778","15/04/1960",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070040","CAMP EL PORVENIR [53070040]","Pluviográfica","Convencional","Suspendida","Cauca","El Tambo","(2.766666667, -77.06666667)","200","-77.06666667","2.766666667","15/05/1987","15/08/1988","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070050","NOANAMITO [53070050]","Pluviométrica","Convencional","Activa","Cauca","López","(3.077138889, -77.53605556)","100","-77.53605556","3.077138889","15/02/1980",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070060","HONDURAS [53070060]","Pluviométrica","Convencional","Activa","Cauca","El Tambo","(2.639611111, -77.15494444)","230","-77.15494444","2.639611111","15/10/1987",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070070","SAN JUAN DE MICAY [53070070]","Pluviométrica","Convencional","Suspendida","Cauca","El Tambo","(2.65, -77.28333333)","550","-77.28333333","2.65","15/10/1987","15/12/1987","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Saija","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070080","VEINTE DE JULIO [53070080]","Pluviométrica","Convencional","Suspendida","Cauca","El Tambo","(2.530666667, -76.9865)","2,268","-76.9865","2.530666667","15/10/1987","20/02/2019","Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070090","GALLERA LA [53070090]","Pluviométrica","Convencional","Activa","Cauca","El Tambo","(2.745111111, -76.90527778)","1,597","-76.90527778","2.745111111","15/10/1987",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53070110","PIEDRAS LAS [53070110]","Pluviográfica","Convencional","Suspendida","Cauca","El Tambo","(2.416666667, -77.18333333)","500","-77.18333333","2.416666667","15/01/1967","15/01/1976","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53075010","PORVENIR EL [53075010]","Climática Ordinaria","Convencional","Suspendida","Cauca","El Tambo","(2.716666667, -77.16666667)","186","-77.16666667","2.716666667","15/10/1987","15/12/1991","Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53075020","EL DIVISO - AUT [53075020]","Climática Principal","Automática con Telemetría","En Mantenimiento","Cauca","Argelia","(2.311416667, -77.25877778)","1,750","-77.25877778","2.311416667","29/09/2005",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53077010","ANGOSTURA RIO MICAY AUT [53077010]","Limnigráfica","Automática sin Telemetría","Activa","Cauca","López","(2.801222222, -77.24102778)","120","-77.24102778","2.801222222","15/03/1960",,"Area Operativa 07 - Nariño-Putumayo","Micay","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53077020","GUAYABAL [53077020]","Limnimétrica","Convencional","Activa","Cauca","López","(2.993611111, -77.49138889)","100","-77.49138889","2.993611111","15/03/1981",,"Area Operativa 07 - Nariño-Putumayo","Micay","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53077030","ANGOSTURA [53077030]","Limnigráfica","Convencional","Suspendida","Cauca","López","(2.9, -77.1)","100","-77.1","2.9","15/02/1980","15/05/1988","Area Operativa 07 - Nariño-Putumayo","Chuare","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53077060","MONO EL [53077060]","Limnimétrica","Convencional","Suspendida","Cauca","López","(2.920055556, -77.22369444)","100","-77.22369444","2.920055556","15/09/1984","28/07/2025","Area Operativa 07 - Nariño-Putumayo","Chuare","Pacifico","Tapaje - Dagua - Directos","Río San Juan del Micay","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53080010","YURUMANGUI S ANTON [53080010]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Buenaventura","(3.260666667, -77.25925)","21","-77.25925","3.260666667","15/02/1980",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Río Naya - Yurumanguí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53080020","CONCHA LA [53080020]","Pluviométrica","Convencional","Activa","Cauca","López","(3.167361111, -77.13572222)","150","-77.13572222","3.167361111","15/02/1980",,"Area Operativa 07 - Nariño-Putumayo",,"Pacifico","Tapaje - Dagua - Directos","Río Naya - Yurumanguí","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53090030","SILVA [53090030]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Buenaventura","(3.479694444, -77.20822222)","31","-77.20822222","3.479694444","15/02/1980",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Ríos Cajambre - Mayorquín - Raposo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53090040","TIGRE EL [53090040]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Buenaventura","(3.679611111, -77.06777778)","21","-77.06777778","3.679611111","15/02/1980",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Ríos Cajambre - Mayorquín - Raposo","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53100040","QUEREMAL [53100040]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Dagua","(3.52625, -76.70888889)","1,523","-76.70888889","3.52625","15/01/1969",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53107040","AGUACLARA [53107040]","Limnigráfica","Convencional","Activa","Valle Del Cauca","Buenaventura","(3.669222222, -76.94416667)","69","-76.94416667","3.669222222","15/02/1981",,"Area Operativa 09 - Cauca-Valle-Caldas","Anchicaya","Pacifico","Tapaje - Dagua - Directos","Río Anchicayá","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53110020","CISNEROS [53110020]","Pluviométrica","Convencional","Suspendida","Valle Del Cauca","Dagua","(3.781972222, -76.75861111)","368","-76.75861111","3.781972222","15/11/1975","20/02/2019","Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53110030","PROVIDENCIA [53110030]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Dagua","(3.633055556, -76.71527778)","1,601","-76.71527778","3.633055556","15/03/1975",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53110040","AGUACLARA [53110040]","Pluviométrica","Convencional","Activa","Valle Del Cauca","La Cumbre","(3.678083333, -76.54)","1,503","-76.54","3.678083333","15/07/1978",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53110100","CUMBRE LA [53110100]","Pluviométrica","Convencional","Activa","Valle Del Cauca","La Cumbre","(3.647861111, -76.56638889)","1,628","-76.56638889","3.647861111","15/03/1975",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53110130","VILLA LUZ ALBA [53110130]","Pluviométrica","Convencional","Activa","Valle Del Cauca","La Cumbre","(3.690083333, -76.5925)","1,426","-76.5925","3.690083333","15/06/1990",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53115010","AEROPUERTO BUENAVENTUR [53115010]","Pluviométrica","Convencional","Activa","Valle Del Cauca","Buenaventura","(3.820111111, -76.992388889)","28","-76.992388889","3.820111111","15/01/1946",,"Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
"53115020","COLPUERTOS [53115020]","Climática Principal","Convencional","Suspendida","Valle Del Cauca","Buenaventura","(3.883333333, -77.06666667)","10","-77.06666667","3.883333333","15/04/1969","15/03/2002","Area Operativa 09 - Cauca-Valle-Caldas",,"Pacifico","Tapaje - Dagua - Directos","Dagua - Buenaventura - Bahia Málaga","INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES"
